KDCPUM,KDPKAB,WADMKC,WADMKK,WADMPR,aet,drought_class,month,pdsi,pet,pr,ro,soil,tmmn,tmmx,vap,vpd,year
11.07.25,11.07,Grong-Grong,Pidie,Aceh,861.0337078651686,Extreme Drought,11,-89.57303370786518,861.0337078651686,289.6966292134832,155.95505617977528,2295.494382022472,252.08988764044943,302.1460674157304,3105.6741573033705,66.50561797752809,2023
11.07.25,11.07,Grong-grong,Pidie,Aceh,865.0,Extreme Drought,11,-85.0,865.0,294.0,152.0,2275.0,252.0,302.0,3102.0,67.0,2023
11.07.27,11.07,Mane,Pidie,Aceh,742.9324851814367,Wet,11,98.07806852681796,742.9324851814367,301.1374873500072,226.6602573369958,2415.05508168281,193.3398872343502,259.6826658956195,2469.585513951135,36.69871331502097,2023
11.07.29,11.07,Glumpang Baro,Pidie,Aceh,876.6815642458098,Extreme Drought,11,-109.0558659217877,876.6815642458098,275.8156424581005,176.25139664804468,2412.36312849162,251.23463687150837,304.28491620111726,3113.513966480447,67.4972067039106,2023
11.07.31,11.07,Titeue,Pidie,Aceh,851.6132930513595,Extreme Drought,11,-116.60422960725076,851.6132930513595,284.7794561933535,199.7190332326284,2417.9033232628403,247.19335347432025,299.7522658610272,3029.9033232628403,66.73716012084593,2023
11.08.01,11.08,Baktiya,Aceh Utara,Aceh,876.5084631008804,Extreme Drought,11,-97.49153689911986,876.5084631008804,287.20040622884227,185.38930264048756,1739.5199729180774,242.98849018280305,313.9790115098173,3143.5605958023034,69.46987136086665,2023
11.08.02,11.08,Dewantara,Aceh Utara,Aceh,861.7020648967551,Extreme Drought,11,-156.48967551622422,861.7020648967551,237.8053097345133,65.71976401179941,1932.646017699115,244.283185840708,310.9970501474926,3153.581120943953,65.95575221238938,2023
11.08.03,11.08,Kuta Makmur,Aceh Utara,Aceh,842.5622443015782,Extreme Drought,11,-271.8375219170076,842.5622443015782,240.78959672706029,111.59146697837524,1858.1928696668613,237.47866744593807,306.39041496201054,3046.4699006428987,64.42723553477498,2023
11.08.04,11.08,Lhoksukon,Aceh Utara,Aceh,867.6468910439248,Extreme Drought,11,-298.0872789503708,867.6468910439248,273.4489446662864,157.49971477467204,1725.2281802624072,242.80775812892188,313.65944095835715,3137.620650313748,69.2435824301198,2023
11.08.05,11.08,Matangkuli,Aceh Utara,Aceh,864.7439024390244,Extreme Drought,11,-242.52134146341464,864.7439024390244,268.07926829268297,159.4451219512195,1754.0121951219512,243.344512195122,313.76219512195127,3148.335365853659,68.88719512195122,2023
11.08.06,11.08,Muara Batu,Aceh Utara,Aceh,863.2229299363057,Extreme Drought,11,-214.3757961783439,863.2229299363057,224.96496815286625,54.633757961783445,1953.5636942675155,245.0031847133758,310.2006369426751,3150.7675159235664,65.30254777070063,2023
11.08.07,11.08,Meurah Mulia,Aceh Utara,Aceh,864.08125,Extreme Drought,11,-241.5270833333333,864.08125,262.6125,125.07708333333336,1793.1833333333332,243.52291666666665,312.8916666666667,3150.8166666666666,67.64166666666668,2023
11.08.08,11.08,Samudera,Aceh Utara,Aceh,871.2461139896373,Extreme Drought,11,-5.564766839378238,871.2461139896373,281.0466321243523,127.99222797927462,1816.6088082901556,244.5725388601036,313.57253886010363,3169.5466321243525,67.6761658031088,2023
11.08.09,11.08,Seunuddon,Aceh Utara,Aceh,888.4103671706264,Wet,11,332.767818574514,888.4103671706264,303.48812095032395,213.5539956803456,1789.9384449244058,244.04751619870407,314.6414686825054,3156.791576673866,69.75053995680346,2023
11.08.10,11.08,Syamtalira Aron,Aceh Utara,Aceh,870.5241379310345,Extreme Drought,11,-173.79310344827584,870.5241379310345,281.1206896551724,142.76896551724136,1797.3689655172411,244.03448275862067,313.0413793103448,3164.255172413793,67.09310344827584,2023
11.08.11,11.08,Syamtalira Bayu,Aceh Utara,Aceh,867.5934343434343,Extreme Drought,11,-205.9419191919192,867.5934343434343,262.77777777777777,110.66666666666666,1813.431818181818,243.89393939393932,312.9949494949495,3155.4065656565654,67.55050505050505,2023
11.08.12,11.08,Tanah Luas,Aceh Utara,Aceh,825.741232731137,Extreme Drought,11,-177.94527098831026,825.741232731137,251.74070138150896,152.27470775770456,1772.7608926673752,229.8310308182784,301.41923485653564,2976.785334750265,60.02656748140277,2023
11.08.13,11.08,Tanah Pasir,Aceh Utara,Aceh,872.3048780487806,Wet,11,67.43292682926831,872.3048780487806,288.3841463414634,143.88414634146343,1809.189024390244,244.72560975609755,313.8414634146342,3170.5731707317077,67.84146341463415,2023
11.08.14,11.08,T. Jambo Aye,Aceh Utara,Aceh,880.5898825654923,Extreme Drought,11,-115.23306233062333,880.5898825654923,290.10117434507686,186.94489611562784,1722.4607046070464,243.03884372177052,314.279132791328,3142.672990063234,69.73893405600724,2023
11.08.15,11.08,Sawang,Aceh Utara,Aceh,810.6301762114538,Extreme Drought,11,-137.03876651982375,810.6301762114538,225.74295154185023,126.51696035242288,1895.041189427313,224.01938325991185,294.2392070484582,2868.8394273127747,57.19052863436123,2023
11.08.16,11.08,Nisam,Aceh Utara,Aceh,858.3883610451308,Extreme Drought,11,-252.07363420427555,858.3883610451308,232.1995249406176,71.25296912114015,1903.956057007126,244.01781472684084,311.20783847981,3130.0831353919243,67.83610451306414,2023
11.08.17,11.08,Cot Girek,Aceh Utara,Aceh,854.4832744084854,Extreme Drought,11,-292.9325537122655,854.4832744084854,263.9015501767746,172.7821593690509,1641.6097361979876,237.8501495784608,310.2888224095732,3056.0097905901557,68.70111503943434,2023
11.08.18,11.08,Langkahan,Aceh Utara,Aceh,865.9460580912864,Extreme Drought,11,-346.00414937759336,865.9460580912864,270.3393268787459,173.08944213923465,1624.1479944674963,240.45366528354083,312.8280313508528,3096.362840018442,70.20654679575841,2023
11.08.19,11.08,Baktiya Barat,Aceh Utara,Aceh,878.3459770114943,Wet,11,36.04942528735632,878.3459770114943,290.92183908045973,182.00114942528737,1783.0712643678162,243.89310344827584,313.92298850574707,3156.6034482758614,69.01379310344826,2023
11.08.20,11.08,Paya Bakong,Aceh Utara,Aceh,836.6427684667909,Extreme Drought,11,-218.270018621974,836.6427684667909,254.48013656114216,168.62445685909373,1717.5124146492865,234.3711980136561,305.75108628181255,3021.927063935445,63.99937926753567,2023
11.08.21,11.08,Nibong,Aceh Utara,Aceh,863.2173913043479,Extreme Drought,11,-236.5410628019324,863.2173913043479,264.3333333333333,139.7149758454106,1780.6231884057972,243.5314009661836,313.0,3151.043478260869,67.74879227053141,2023
11.08.22,11.08,Simpang Kramat,Aceh Utara,Aceh,846.16447944007,Extreme Drought,11,-287.05424321959754,846.16447944007,244.1679790026247,115.12073490813648,1825.8285214348207,238.91863517060364,308.4330708661418,3077.9623797025374,65.16010498687663,2023
11.08.23,11.08,Lapang,Aceh Utara,Aceh,878.0228758169935,Wet,11,116.74836601307192,878.0228758169935,291.8169934640524,162.04575163398695,1803.4607843137255,244.8235294117648,313.4705882352942,3163.26797385621,68.22549019607845,2023
11.08.24,11.08,Pirak Timur,Aceh Utara,Aceh,860.5644768856447,Extreme Drought,11,-267.0729927007299,860.5644768856447,263.9878345498784,159.95620437956205,1729.698296836983,243.1849148418491,313.27250608272504,3140.491484184915,68.77372262773723,2023
11.08.25,11.08,Geuredong Pase,Aceh Utara,Aceh,809.5987509758003,Extreme Drought,11,-165.97501951600316,809.5987509758003,242.3434816549571,141.85011709601875,1800.988290398127,225.00234192037476,296.3903200624512,2914.5199063231853,55.99609679937549,2023
11.08.26,11.08,Banda Baro,Aceh Utara,Aceh,859.4937888198759,Extreme Drought,11,-254.53105590062117,859.4937888198759,225.80434782608697,64.45962732919256,1926.605590062112,244.64906832298135,310.7484472049689,3133.1273291925468,67.48447204968944,2023
11.08.27,11.08,Nisam Antara,Aceh Utara,Aceh,799.3664208735111,Extreme Drought,11,-176.16222348269991,799.3664208735111,236.81849120816787,144.1497447532615,1856.0533182076008,219.4651162790697,291.10720363017583,2823.4469653998863,54.73737946681792,2023
11.09.01,11.09,Simeulue Tengah,Simeulue,Aceh,1001.6400911161728,Wet,11,64.56871678056187,1001.6400911161728,193.1488230827638,93.06378132118448,898.7995444191342,236.6621108580106,307.56492027334843,3061.6567957479115,63.54138192862566,2023
11.09.02,11.09,Salang,Simeulue,Aceh,1002.22431132488,Extreme Drought,11,-127.50852645386972,1002.22431132488,201.00000000000003,100.65369479667687,937.0686488850024,237.5242675994753,307.0870135548754,3062.054219501531,63.68255356362047,2023
11.09.03,11.09,Teupah Barat,Simeulue,Aceh,989.1529209621992,Wet,11,103.65063001145477,989.1529209621992,154.6683848797251,55.63802978235967,857.4776632302405,231.94272623138605,305.07273768613976,3001.8602520045824,62.258877434135165,2023
